Incident_ID,Created_Date,Resolved_Date,closed_at,priority,category,Assigned_To,SLA_Status,Resolution_Time,Category,Priority
INC0022749,2016-04-26 12:03:00,2016-04-26 12:18:00,1/5/2016 13:07,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0022751,2016-04-26 12:07:00,2016-04-26 12:28:00,1/5/2016 13:07,3 - Moderate,Category 20,Group 70,Met,0.0,Category 20,3 - Moderate
INC0022752,2016-04-26 12:09:00,2016-04-26 12:20:00,1/5/2016 13:07,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0022753,2016-04-26 12:11:00,2016-04-26 12:20:00,1/5/2016 13:07,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0022754,2016-04-26 12:13:00,,1/5/2016 13:07,3 - Moderate,Category 28,Group 70,Met,,Category 28,3 - Moderate
INC0022755,2016-04-26 12:15:00,2016-04-26 12:32:00,1/5/2016 13:07,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0022756,2016-04-26 12:19:00,2016-04-27 14:57:00,2/5/2016 15:07,3 - Moderate,Category 20,Group 72,Met,1.0,Category 20,3 - Moderate
INC0022758,2016-04-26 12:20:00,2016-04-26 12:41:00,1/5/2016 13:07,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0022760,2016-04-26 12:22:00,2016-04-26 12:36:00,1/5/2016 13:07,3 - Moderate,Category 9,Group 70,Met,0.0,Category 9,3 - Moderate
INC0022761,2016-04-26 12:23:00,2016-04-29 16:29:00,4/5/2016 17:07,3 - Moderate,Category 26,?,Met,3.0,Category 26,3 - Moderate
INC0022763,2016-04-26 12:24:00,2016-04-26 12:27:00,1/5/2016 13:07,3 - Moderate,Category 23,Group 70,Met,0.0,Category 23,3 - Moderate
INC0022764,2016-04-26 12:26:00,,1/5/2016 13:07,3 - Moderate,Category 26,Group 70,Met,,Category 26,3 - Moderate
INC0022765,2016-04-26 12:27:00,2016-04-26 12:34:00,1/5/2016 13:07,3 - Moderate,Category 46,?,Met,0.0,Category 46,3 - Moderate
INC0022768,2016-04-26 12:30:00,2016-04-28 14:19:00,3/5/2016 15:07,3 - Moderate,Category 24,Group 28,Met,2.0,Category 24,3 - Moderate
INC0022771,2016-04-26 12:38:00,2016-04-28 08:53:00,3/5/2016 09:07,3 - Moderate,Category 37,Group 25,Met,1.0,Category 37,3 - Moderate
INC0022772,2016-04-26 12:43:00,2016-04-26 13:34:00,1/5/2016 14:07,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0022773,2016-04-26 12:47:00,2016-04-26 13:15:00,1/5/2016 14:07,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0022775,2016-04-26 13:00:00,2016-04-26 13:45:00,1/5/2016 14:07,3 - Moderate,Category 35,Group 70,Met,0.0,Category 35,3 - Moderate
INC0022776,2016-04-26 13:06:00,2016-04-27 08:47:00,2/5/2016 09:07,1 - Critical,Category 23,Group 72,Breached,0.0,Category 23,1 - Critical
INC0022777,2016-04-26 13:08:00,2016-04-28 10:41:00,3/5/2016 11:07,2 - High,Category 19,Group 72,Breached,1.0,Category 19,2 - High
INC0022778,2016-04-26 13:11:00,2016-05-04 10:16:00,9/5/2016 11:07,3 - Moderate,Category 57,Group 24,Breached,7.0,Category 57,3 - Moderate
INC0022779,2016-04-26 13:17:00,2016-04-29 10:55:00,4/5/2016 11:07,3 - Moderate,Category 43,Group 39,Met,2.0,Category 43,3 - Moderate
INC0022782,2016-04-26 13:22:00,2016-04-26 13:32:00,1/5/2016 14:07,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0022783,2016-04-26 13:26:00,2016-04-29 15:49:00,4/5/2016 16:07,3 - Moderate,Category 42,Group 70,Met,3.0,Category 42,3 - Moderate
INC0022784,2016-04-26 13:27:00,,1/5/2016 14:07,3 - Moderate,Category 42,Group 70,Met,,Category 42,3 - Moderate
INC0022785,2016-04-26 13:31:00,2016-04-27 08:54:00,2/5/2016 09:07,3 - Moderate,Category 46,Group 66,Met,0.0,Category 46,3 - Moderate
INC0022788,2016-04-26 13:37:00,2016-04-26 13:52:00,1/5/2016 14:07,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0022790,2016-04-26 13:38:00,2016-04-26 13:47:00,1/5/2016 14:07,3 - Moderate,Category 23,Group 70,Met,0.0,Category 23,3 - Moderate
INC0022791,2016-04-26 13:40:00,2016-04-26 13:41:00,1/5/2016 14:07,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0022792,2016-04-26 13:41:00,2016-11-04 12:04:00,9/11/2016 12:07,3 - Moderate,Category 34,Group 9,Breached,191.0,Category 34,3 - Moderate
INC0022795,2016-04-26 13:45:00,2016-04-26 13:54:00,1/5/2016 14:07,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0022796,2016-04-26 13:45:00,2016-04-26 14:10:00,1/5/2016 15:07,3 - Moderate,Category 23,Group 70,Met,0.0,Category 23,3 - Moderate
INC0022797,2016-04-26 13:50:00,2016-05-04 14:51:00,9/5/2016 15:07,3 - Moderate,Category 37,Group 50,Breached,8.0,Category 37,3 - Moderate
INC0022798,2016-04-26 14:02:00,2016-04-27 16:39:00,2/5/2016 17:07,3 - Moderate,Category 53,Group 25,Met,1.0,Category 53,3 - Moderate
INC0022800,2016-04-26 14:07:00,2016-04-27 14:17:00,2/5/2016 15:07,3 - Moderate,Category 34,Group 28,Met,1.0,Category 34,3 - Moderate
INC0022801,2016-04-26 14:08:00,2016-05-17 09:02:00,22/5/2016 09:07,3 - Moderate,Category 32,Group 70,Breached,20.0,Category 32,3 - Moderate
INC0022803,2016-04-26 14:12:00,2016-04-26 14:51:00,1/5/2016 15:07,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0022806,2016-04-26 14:18:00,2016-04-26 17:20:00,1/5/2016 18:07,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0022807,2016-04-26 14:19:00,2016-04-28 10:56:00,3/5/2016 11:07,3 - Moderate,Category 26,Group 70,Met,1.0,Category 26,3 - Moderate
INC0022808,2016-04-26 14:20:00,2016-05-04 18:51:00,9/5/2016 19:07,3 - Moderate,Category 53,Group 53,Breached,8.0,Category 53,3 - Moderate
INC0022809,2016-04-26 14:21:00,2016-04-27 17:11:00,2/5/2016 18:07,3 - Moderate,Category 46,Group 57,Met,1.0,Category 46,3 - Moderate
INC0022810,2016-04-26 14:22:00,2016-04-26 14:28:00,1/5/2016 15:07,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0022812,2016-04-26 14:25:00,2016-04-26 14:32:00,1/5/2016 15:07,3 - Moderate,Category 32,Group 70,Met,0.0,Category 32,3 - Moderate
INC0022813,2016-04-26 14:26:00,2016-04-27 13:18:00,2/5/2016 14:07,2 - High,Category 19,Group 72,Breached,0.0,Category 19,2 - High
INC0022814,2016-04-26 14:27:00,2016-04-29 15:51:00,4/5/2016 16:07,3 - Moderate,Category 35,Group 70,Met,3.0,Category 35,3 - Moderate
INC0022815,2016-04-26 14:27:00,2016-04-26 15:51:00,1/5/2016 16:07,3 - Moderate,Category 37,Group 72,Met,0.0,Category 37,3 - Moderate
INC0022816,2016-04-26 14:29:00,2016-04-26 14:40:00,1/5/2016 15:07,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0022817,2016-04-26 14:29:00,2016-04-26 14:33:00,1/5/2016 15:07,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0022818,2016-04-26 14:31:00,2016-04-26 14:38:00,1/5/2016 15:07,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0022819,2016-04-26 14:32:00,2016-05-10 16:26:00,15/5/2016 17:07,3 - Moderate,Category 23,Group 72,Breached,14.0,Category 23,3 - Moderate
INC0022820,2016-04-26 14:34:00,2016-05-02 16:26:00,7/5/2016 17:07,3 - Moderate,Category 46,Group 57,Breached,6.0,Category 46,3 - Moderate
INC0022821,2016-04-26 14:36:00,2016-04-26 14:47:00,1/5/2016 15:07,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0022822,2016-04-26 14:39:00,2016-05-03 16:13:00,8/5/2016 17:07,3 - Moderate,Category 61,Group 73,Breached,7.0,Category 61,3 - Moderate
INC0022824,2016-04-26 14:42:00,2016-04-26 16:43:00,1/5/2016 17:07,1 - Critical,Category 42,Group 14,Breached,0.0,Category 42,1 - Critical
INC0022827,2016-04-26 14:46:00,2016-05-06 12:26:00,11/5/2016 13:07,3 - Moderate,Category 61,Group 73,Breached,9.0,Category 61,3 - Moderate
INC0022828,2016-04-26 14:48:00,2016-04-26 14:54:00,1/5/2016 15:07,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0022829,2016-04-26 14:48:00,2016-04-26 15:43:00,1/5/2016 16:07,3 - Moderate,Category 53,Group 25,Met,0.0,Category 53,3 - Moderate
INC0022831,2016-04-26 14:48:00,2016-04-26 15:05:00,1/5/2016 15:07,3 - Moderate,Category 37,Group 70,Met,0.0,Category 37,3 - Moderate
INC0022832,2016-04-26 14:50:00,2016-04-26 14:54:00,1/5/2016 15:07,3 - Moderate,Category 35,Group 70,Met,0.0,Category 35,3 - Moderate
INC0022833,2016-04-26 14:51:00,2016-05-12 11:01:00,17/5/2016 11:07,3 - Moderate,Category 40,Group 25,Breached,15.0,Category 40,3 - Moderate
INC0022834,2016-04-26 14:52:00,2016-04-26 14:59:00,1/5/2016 15:07,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0022835,2016-04-26 14:54:00,2016-05-03 13:36:00,8/5/2016 14:07,3 - Moderate,Category 24,Group 24,Breached,6.0,Category 24,3 - Moderate
INC0022836,2016-04-26 14:57:00,2016-04-27 15:01:00,2/5/2016 15:07,3 - Moderate,Category 26,Group 23,Met,1.0,Category 26,3 - Moderate
INC0022837,2016-04-26 14:57:00,2016-04-28 12:13:00,3/5/2016 13:07,3 - Moderate,Category 53,Group 25,Met,1.0,Category 53,3 - Moderate
INC0022838,2016-04-26 14:59:00,2016-04-26 15:03:00,1/5/2016 15:07,3 - Moderate,Category 32,?,Met,0.0,Category 32,3 - Moderate
INC0022839,2016-04-26 15:02:00,2016-04-26 15:18:00,1/5/2016 16:07,3 - Moderate,Category 46,Group 31,Met,0.0,Category 46,3 - Moderate
INC0022840,2016-04-26 15:03:00,2016-06-20 16:37:00,25/6/2016 17:00,3 - Moderate,Category 46,Group 57,Breached,55.0,Category 46,3 - Moderate
INC0022841,2016-04-26 15:03:00,2016-04-26 15:07:00,1/5/2016 15:10,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0022843,2016-04-26 15:06:00,2016-04-28 17:03:00,3/5/2016 17:07,3 - Moderate,Category 42,Group 39,Met,2.0,Category 42,3 - Moderate
INC0022844,2016-04-26 15:07:00,2016-05-23 17:08:00,28/5/2016 17:10,3 - Moderate,Category 53,Group 12,Breached,27.0,Category 53,3 - Moderate
INC0022845,2016-04-26 15:07:00,2016-04-27 12:03:00,2/5/2016 12:07,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0022846,2016-04-26 15:07:00,2016-04-26 15:10:00,1/5/2016 16:07,3 - Moderate,Category 35,Group 70,Met,0.0,Category 35,3 - Moderate
INC0022847,2016-04-26 15:08:00,2016-05-12 14:12:00,17/5/2016 15:07,3 - Moderate,Category 46,Group 10,Breached,15.0,Category 46,3 - Moderate
INC0022848,2016-04-26 15:09:00,2016-04-27 10:09:00,2/5/2016 10:10,3 - Moderate,Category 46,Group 33,Met,0.0,Category 46,3 - Moderate
INC0022849,2016-04-26 15:10:00,2016-04-26 15:25:00,1/5/2016 16:07,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0022850,2016-04-26 15:12:00,2016-04-26 17:09:00,1/5/2016 17:10,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0022851,2016-04-26 15:12:00,2016-04-26 15:14:00,1/5/2016 16:07,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0022852,2016-04-26 15:15:00,,1/5/2016 16:07,3 - Moderate,Category 46,Group 70,Met,,Category 46,3 - Moderate
INC0022853,2016-04-26 15:16:00,2016-05-04 14:50:00,9/5/2016 15:07,3 - Moderate,Category 24,Group 25,Breached,7.0,Category 24,3 - Moderate
INC0022854,2016-04-26 15:16:00,2016-04-26 15:25:00,1/5/2016 16:07,3 - Moderate,Category 23,?,Met,0.0,Category 23,3 - Moderate
INC0022855,2016-04-26 15:17:00,2016-05-06 09:41:00,11/5/2016 10:07,3 - Moderate,Category 44,Group 5,Breached,9.0,Category 44,3 - Moderate
INC0022856,2016-04-26 15:21:00,2016-05-19 08:12:00,24/5/2016 09:07,3 - Moderate,Category 53,Group 66,Breached,22.0,Category 53,3 - Moderate
INC0022857,2016-04-26 15:25:00,2016-04-26 15:28:00,1/5/2016 16:07,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0022859,2016-04-26 15:27:00,,1/5/2016 16:07,3 - Moderate,Category 53,Group 70,Met,,Category 53,3 - Moderate
INC0022860,2016-04-26 15:28:00,2016-04-26 15:41:00,1/5/2016 16:07,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0022861,2016-04-26 15:28:00,2016-04-26 15:41:00,1/5/2016 16:07,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0022862,2016-04-26 15:30:00,2016-04-26 15:37:00,1/5/2016 16:07,3 - Moderate,Category 53,?,Met,0.0,Category 53,3 - Moderate
INC0022863,2016-04-26 15:34:00,2016-04-27 09:03:00,2/5/2016 09:07,3 - Moderate,Category 53,Group 66,Met,0.0,Category 53,3 - Moderate
INC0022864,2016-04-26 15:35:00,2016-05-02 08:42:00,7/5/2016 09:07,3 - Moderate,Category 37,Group 48,Breached,5.0,Category 37,3 - Moderate
INC0022865,2016-04-26 15:35:00,2016-04-26 15:39:00,1/5/2016 16:07,3 - Moderate,Category 32,Group 70,Met,0.0,Category 32,3 - Moderate
INC0022870,2016-04-26 15:40:00,2016-04-27 15:29:00,2/5/2016 16:07,3 - Moderate,Category 9,Group 70,Met,0.0,Category 9,3 - Moderate
INC0022873,2016-04-26 15:43:00,2016-04-29 16:49:00,4/5/2016 17:07,3 - Moderate,Category 32,Group 70,Met,3.0,Category 32,3 - Moderate
INC0022874,2016-04-26 15:44:00,2016-04-26 15:54:00,1/5/2016 16:07,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0022875,2016-04-26 15:44:00,,1/5/2016 17:07,3 - Moderate,Category 42,Group 70,Met,,Category 42,3 - Moderate
INC0022876,2016-04-26 15:46:00,2016-05-20 16:08:00,25/5/2016 16:10,3 - Moderate,Category 57,Group 23,Breached,24.0,Category 57,3 - Moderate
INC0022877,2016-04-26 15:46:00,2016-04-27 16:15:00,2/5/2016 17:07,3 - Moderate,Category 42,?,Met,1.0,Category 42,3 - Moderate
INC0022878,2016-04-26 15:48:00,2016-04-26 15:53:00,1/5/2016 16:07,3 - Moderate,Category 32,Group 70,Met,0.0,Category 32,3 - Moderate
INC0022880,2016-04-26 15:50:00,2016-04-26 15:54:00,1/5/2016 16:07,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0022881,2016-04-26 15:51:00,2016-04-26 16:08:00,1/5/2016 16:10,3 - Moderate,Category 37,Group 70,Met,0.0,Category 37,3 - Moderate
INC0022882,2016-04-26 15:53:00,2016-04-26 17:12:00,2/5/2016 16:33,3 - Moderate,Category 61,Group 73,Met,0.0,Category 61,3 - Moderate
INC0022883,2016-04-26 15:54:00,2016-05-10 11:07:00,15/5/2016 11:10,3 - Moderate,Category 53,Group 12,Breached,13.0,Category 53,3 - Moderate
INC0022884,2016-04-26 15:56:00,2016-04-26 16:20:00,1/5/2016 17:07,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0022885,2016-04-26 15:56:00,,1/5/2016 17:07,3 - Moderate,Category 26,Group 70,Met,,Category 26,3 - Moderate
INC0022886,2016-04-26 16:01:00,2016-04-27 17:41:00,2/5/2016 18:07,3 - Moderate,Category 53,?,Met,1.0,Category 53,3 - Moderate
INC0022887,2016-04-26 16:02:00,2016-04-28 14:09:00,3/5/2016 14:10,3 - Moderate,Category 26,Group 72,Met,1.0,Category 26,3 - Moderate
INC0022888,2016-04-26 16:04:00,,1/5/2016 16:10,3 - Moderate,Category 42,Group 70,Met,,Category 42,3 - Moderate
INC0022889,2016-04-26 16:05:00,2016-04-26 16:09:00,1/5/2016 16:10,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0022890,2016-04-26 16:08:00,2016-05-09 16:46:00,14/5/2016 17:07,3 - Moderate,Category 32,Group 39,Breached,13.0,Category 32,3 - Moderate
INC0022892,2016-04-26 16:10:00,,1/5/2016 17:07,3 - Moderate,Category 42,Group 70,Met,,Category 42,3 - Moderate
INC0022893,2016-04-26 16:13:00,2016-04-26 16:26:00,1/5/2016 17:07,3 - Moderate,Category 53,?,Met,0.0,Category 53,3 - Moderate
INC0022895,2016-04-26 16:15:00,2016-04-27 11:56:00,2/5/2016 12:07,3 - Moderate,Category 9,Group 30,Met,0.0,Category 9,3 - Moderate
INC0022896,2016-04-26 16:18:00,2016-04-27 11:29:00,2/5/2016 12:07,3 - Moderate,Category 9,Group 24,Met,0.0,Category 9,3 - Moderate
INC0022897,2016-04-26 16:21:00,2016-06-23 12:23:00,28/6/2016 13:00,3 - Moderate,Category 34,Group 23,Breached,57.0,Category 34,3 - Moderate
INC0022898,2016-04-26 16:24:00,2016-04-29 16:53:00,4/5/2016 17:07,3 - Moderate,Category 35,Group 70,Met,3.0,Category 35,3 - Moderate
INC0022899,2016-04-26 16:25:00,2016-04-27 09:47:00,2/5/2016 10:07,3 - Moderate,Category 42,Group 55,Met,0.0,Category 42,3 - Moderate
INC0022901,2016-04-26 16:28:00,2016-04-26 16:39:00,1/5/2016 17:07,3 - Moderate,Category 53,?,Met,0.0,Category 53,3 - Moderate
INC0022903,2016-04-26 16:29:00,2016-05-02 11:29:00,7/5/2016 12:07,3 - Moderate,Category 26,Group 70,Breached,5.0,Category 26,3 - Moderate
INC0022904,2016-04-26 16:30:00,2016-04-28 10:31:00,3/5/2016 11:07,3 - Moderate,Category 32,Group 70,Met,1.0,Category 32,3 - Moderate
INC0022905,2016-04-26 16:30:00,2016-04-26 16:35:00,1/5/2016 17:07,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0022906,2016-04-26 16:32:00,2016-04-26 16:40:00,1/5/2016 17:07,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0022907,2016-04-26 16:33:00,2016-04-27 16:18:00,2/5/2016 17:07,3 - Moderate,Category 17,Group 25,Met,0.0,Category 17,3 - Moderate
INC0022909,2016-04-26 16:38:00,2016-04-26 17:17:00,1/5/2016 18:07,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0022911,2016-04-26 16:44:00,2016-04-28 15:29:00,3/5/2016 16:07,3 - Moderate,Category 53,Group 24,Met,1.0,Category 53,3 - Moderate
INC0022912,2016-04-26 16:45:00,2016-04-29 16:55:00,4/5/2016 17:07,3 - Moderate,Category 57,?,Met,3.0,Category 57,3 - Moderate
INC0022913,2016-04-26 16:47:00,2016-06-03 16:40:00,8/6/2016 17:07,3 - Moderate,Category 34,Group 24,Breached,37.0,Category 34,3 - Moderate
INC0022914,2016-04-26 16:47:00,2016-04-29 16:59:00,4/5/2016 17:07,3 - Moderate,Category 53,?,Met,3.0,Category 53,3 - Moderate
INC0022915,2016-04-26 16:47:00,2016-05-05 10:23:00,10/5/2016 11:07,3 - Moderate,Category 46,Group 58,Breached,8.0,Category 46,3 - Moderate
INC0022916,2016-04-26 16:48:00,2016-04-26 16:57:00,1/5/2016 17:07,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0022917,2016-04-26 16:49:00,2016-05-02 11:36:00,7/5/2016 12:07,3 - Moderate,Category 32,?,Breached,5.0,Category 32,3 - Moderate
INC0022918,2016-04-26 16:50:00,,1/5/2016 17:07,3 - Moderate,Category 42,Group 70,Met,,Category 42,3 - Moderate
INC0022919,2016-04-26 16:52:00,2016-04-26 17:34:00,1/5/2016 18:07,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0022920,2016-04-26 16:55:00,2016-04-27 08:17:00,2/5/2016 09:07,3 - Moderate,Category 32,Group 39,Met,0.0,Category 32,3 - Moderate
INC0022922,2016-04-26 16:56:00,2016-04-26 17:13:00,1/5/2016 18:07,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0022923,2016-04-26 16:56:00,2016-04-26 17:07:00,1/5/2016 17:10,3 - Moderate,Category 40,?,Met,0.0,Category 40,3 - Moderate
INC0022924,2016-04-26 16:57:00,2016-04-27 15:52:00,2/5/2016 16:07,3 - Moderate,Category 57,Group 27,Met,0.0,Category 57,3 - Moderate
INC0022925,2016-04-26 16:57:00,2016-04-26 17:05:00,1/5/2016 17:07,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0022926,2016-04-26 16:57:00,2016-04-26 17:02:00,1/5/2016 17:07,3 - Moderate,Category 37,Group 70,Met,0.0,Category 37,3 - Moderate
INC0022927,2016-04-26 17:01:00,2016-04-26 17:11:00,1/5/2016 18:07,3 - Moderate,Category 46,Group 70,Met,0.0,Category 46,3 - Moderate
INC0022928,2016-04-26 17:02:00,2016-04-26 17:16:00,1/5/2016 18:07,3 - Moderate,Category 46,Group 22,Met,0.0,Category 46,3 - Moderate
INC0022930,2016-04-26 17:08:00,2016-04-26 17:11:00,1/5/2016 18:07,3 - Moderate,Category 46,Group 70,Met,0.0,Category 46,3 - Moderate
INC0022931,2016-04-26 17:10:00,2016-04-26 17:12:00,1/5/2016 18:07,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0022933,2016-04-26 17:29:00,2016-04-28 16:48:00,3/5/2016 17:07,3 - Moderate,Category 46,Group 37,Met,1.0,Category 46,3 - Moderate
INC0022934,2016-04-26 17:34:00,2016-04-26 18:08:00,1/5/2016 18:10,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0022935,2016-04-26 17:35:00,2016-05-05 15:09:00,3/6/2016 11:02,3 - Moderate,Category 46,Group 6,Breached,8.0,Category 46,3 - Moderate
INC0022936,2016-04-26 17:35:00,2016-04-26 17:42:00,1/5/2016 18:07,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0022937,2016-04-26 17:45:00,2016-04-26 18:07:00,1/5/2016 18:10,3 - Moderate,Category 46,Group 39,Met,0.0,Category 46,3 - Moderate
INC0022938,2016-04-26 17:45:00,2016-04-26 18:00:00,1/5/2016 18:07,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0022939,2016-04-26 17:46:00,2016-04-29 17:29:00,4/5/2016 18:07,3 - Moderate,Category 53,Group 23,Met,2.0,Category 53,3 - Moderate
INC0022940,2016-04-26 17:46:00,2016-04-28 09:14:00,3/5/2016 10:07,3 - Moderate,Category 37,Group 50,Met,1.0,Category 37,3 - Moderate
INC0022942,2016-04-26 18:06:00,2016-04-26 18:17:00,1/5/2016 19:07,3 - Moderate,Category 9,Group 70,Met,0.0,Category 9,3 - Moderate
INC0022943,2016-04-26 18:20:00,,1/5/2016 19:07,3 - Moderate,Category 20,Group 70,Met,,Category 20,3 - Moderate
INC0022945,2016-04-26 18:32:00,2016-04-26 18:39:00,1/5/2016 19:07,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0022946,2016-04-26 18:36:00,,1/5/2016 19:07,3 - Moderate,Category 42,Group 70,Met,,Category 42,3 - Moderate
INC0022947,2016-04-26 18:37:00,2016-04-26 18:53:00,1/5/2016 19:07,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0022948,2016-04-26 18:45:00,2016-05-31 09:42:00,5/6/2016 10:07,2 - High,Category 53,Group 57,Breached,34.0,Category 53,2 - High
INC0022949,2016-04-26 18:49:00,,1/5/2016 19:07,3 - Moderate,Category 32,Group 70,Met,,Category 32,3 - Moderate
INC0022950,2016-04-26 18:57:00,2016-04-27 10:05:00,2/5/2016 10:07,3 - Moderate,Category 42,Group 55,Met,0.0,Category 42,3 - Moderate
INC0022951,2016-04-26 18:58:00,2016-04-26 19:05:00,1/5/2016 19:07,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0022953,2016-04-26 18:59:00,,1/5/2016 20:07,3 - Moderate,Category 53,Group 70,Met,,Category 53,3 - Moderate
INC0022954,2016-04-26 19:30:00,2016-04-26 19:40:00,1/5/2016 20:07,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0022956,2016-04-26 19:41:00,2016-04-28 14:56:00,3/5/2016 15:07,3 - Moderate,Category 46,Group 37,Met,1.0,Category 46,3 - Moderate
INC0022957,2016-04-26 19:49:00,2016-04-26 19:51:00,1/5/2016 20:07,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0022958,2016-04-26 20:02:00,2016-04-26 21:58:00,1/5/2016 22:07,3 - Moderate,Category 32,Group 70,Met,0.0,Category 32,3 - Moderate
INC0022959,2016-04-26 20:11:00,,1/5/2016 21:07,3 - Moderate,Category 26,Group 70,Met,,Category 26,3 - Moderate
INC0022960,2016-04-26 20:19:00,2016-04-26 20:25:00,1/5/2016 21:07,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0022961,2016-04-26 20:30:00,2016-04-26 20:51:00,1/5/2016 21:07,3 - Moderate,Category 20,Group 70,Met,0.0,Category 20,3 - Moderate
INC0022962,2016-04-26 20:39:00,2016-05-03 17:12:00,8/5/2016 18:07,3 - Moderate,Category 13,Group 28,Breached,6.0,Category 13,3 - Moderate
INC0022963,2016-04-26 20:59:00,2016-04-26 21:07:00,1/5/2016 21:10,3 - Moderate,Category 32,Group 70,Met,0.0,Category 32,3 - Moderate
INC0022964,2016-04-26 21:07:00,2016-04-28 17:28:00,3/5/2016 18:07,3 - Moderate,Category 53,Group 23,Met,1.0,Category 53,3 - Moderate
INC0022967,2016-04-26 21:23:00,2016-04-26 22:23:00,1/5/2016 23:07,3 - Moderate,Category 32,Group 70,Met,0.0,Category 32,3 - Moderate
INC0022968,2016-04-26 22:21:00,2016-04-28 09:56:00,3/5/2016 10:07,3 - Moderate,Category 9,?,Met,1.0,Category 9,3 - Moderate
INC0022969,2016-04-26 22:25:00,2016-04-27 01:07:00,2/5/2016 01:10,3 - Moderate,Category 57,Group 51,Met,0.0,Category 57,3 - Moderate
INC0022971,2016-04-26 22:37:00,2016-04-26 22:44:00,1/5/2016 23:07,3 - Moderate,Category 20,Group 70,Met,0.0,Category 20,3 - Moderate
INC0022974,2016-04-27 02:22:00,2016-04-27 02:41:00,2/5/2016 03:07,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0022975,2016-04-27 02:43:00,,2/5/2016 03:07,3 - Moderate,Category 20,Group 70,Met,,Category 20,3 - Moderate
